ocel_id;ocel_time;ocel_changed_field;Amount of Handling Units;Status;Weight
cr8;2023-05-24 17:50:00;;1;empty
cr201;2023-06-28 10:19:31;Status;;full
cr190;2023-06-28 10:20:54;;6;empty
cr192;2023-06-28 10:21:30;Weight;;;1120.0
cr206;2023-06-28 10:23:58;Status;;full
cr184;2023-06-28 10:29:38;;6;empty
cr201;2023-06-28 10:30:48;Weight;;;1140.0
cr166;2023-06-28 10:33:56;;3;empty
cr206;2023-06-28 10:39:12;Weight;;;830.0
cr117;2023-06-28 10:51:42;Status;;full
cr166;2023-06-28 10:57:43;Status;;full
cr200;2023-06-28 12:05:28;;6;empty
cr205;2023-06-28 12:23:09;;6;empty
cr166;2023-06-28 13:07:46;Weight;;;560.0
cr190;2023-06-28 13:09:00;Status;;full
cr182;2023-06-28 13:16:43;Status;;full
cr117;2023-06-28 13:27:13;Weight;;;200.0
cr184;2023-06-28 13:33:29;Status;;full
cr222;2023-06-28 13:45:25;;6;empty
cr184;2023-06-28 13:48:02;Weight;;;1190.0
cr169;2023-06-28 13:58:52;;6;empty
cr105;2023-06-28 14:22:21;;6;empty
cr182;2023-06-28 14:23:59;Weight;;;940.0
cr190;2023-06-28 15:00:57;Weight;;;1170.0
cr205;2023-06-28 15:45:02;Status;;full
cr200;2023-06-28 15:50:41;Status;;full
cr230;2023-06-28 15:54:46;;1;empty
cr105;2023-06-28 15:56:07;Status;;full
cr205;2023-06-28 15:56:10;Weight;;;1180.0
cr169;2023-06-28 16:27:30;Status;;full
cr185;2023-06-28 16:39:56;;6;empty
cr169;2023-06-28 16:42:31;Weight;;;1160.0
cr216;2023-06-28 16:51:48;;6;empty
cr200;2023-06-28 16:57:06;Weight;;;1140.0
cr198;2023-06-28 17:00:11;Status;;full
cr222;2023-06-28 17:18:51;Status;;full
cr158;2023-06-28 17:34:04;;6;empty
cr173;2023-06-28 17:41:19;;6;empty
cr105;2023-06-28 17:49:51;Weight;;;1160.0
cr198;2023-06-28 17:51:23;Weight;;;1120.0
cr181;2023-06-28 17:52:36;;6;empty
cr222;2023-06-28 18:02:18;Weight;;;1140.0
cr230;2023-06-29 07:33:13;Status;;full
cr210;2023-06-29 09:26:20;;6;empty
cr230;2023-06-29 10:06:54;Weight;;;180.0
cr173;2023-06-29 10:31:24;Status;;full
cr214;2023-06-29 11:42:38;;6;empty
cr173;2023-06-29 11:44:20;Weight;;;1180.0
cr181;2023-06-29 11:56:21;Status;;full
cr185;2023-06-29 11:58:38;Status;;full
cr216;2023-06-29 11:58:54;Status;;full
cr210;2023-06-29 14:03:29;Status;;full
cr225;2023-06-29 14:04:33;;1;empty
cr181;2023-06-29 14:05:10;Weight;;;1210.0
cr158;2023-06-29 14:09:49;Status;;full
cr213;2023-06-29 14:10:19;;6;empty
cr216;2023-06-29 14:15:47;Weight;;;1140.0
cr225;2023-06-29 14:25:28;Status;;full
cr214;2023-06-29 14:33:32;Status;;full
cr92;2023-06-29 14:35:30;;6;empty
cr225;2023-06-29 14:41:17;Weight;;;200.0
cr220;2023-06-29 14:43:36;;6;empty
cr214;2023-06-29 14:45:00;Weight;;;1120.0
cr210;2023-06-29 14:46:10;Weight;;;1330.0
cr185;2023-06-29 14:50:17;Weight;;;1230.0
cr158;2023-06-29 14:52:37;Weight;;;1190.0
cr213;2023-06-29 17:16:49;Status;;full
cr92;2023-06-29 17:34:36;Status;;full
cr213;2023-06-29 17:55:30;Weight;;;1230.0
cr220;2023-06-29 18:55:25;Status;;full
cr231;2023-06-29 20:09:44;;6;empty
cr221;2023-06-29 20:34:51;;6;empty
cr215;2023-06-30 02:13:33;;3;empty
cr237;2023-06-30 04:30:19;;6;empty
cr212;2023-06-30 08:40:02;;6;empty
cr92;2023-06-30 08:47:00;Weight;;;1160.0
cr237;2023-06-30 09:32:48;Status;;full
cr224;2023-06-30 09:33:54;;6;empty
cr231;2023-06-30 09:35:44;Status;;full
cr220;2023-06-30 09:37:03;Weight;;;1160.0
cr231;2023-06-30 09:52:02;Weight;;;1160.0
cr215;2023-06-30 10:58:46;Status;;full
cr223;2023-06-30 10:58:51;;6;empty
cr224;2023-06-30 11:14:25;Status;;full
cr212;2023-06-30 11:25:29;Status;;full
cr221;2023-06-30 11:34:34;Status;;full
cr237;2023-06-30 11:56:16;Weight;;;1230.0
cr217;2023-06-30 11:59:50;;6;empty
cr246;2023-06-30 12:45:48;;6;empty
cr215;2023-06-30 13:14:50;Weight;;;580.0
cr224;2023-06-30 13:20:57;Weight;;;1160.0
cr244;2023-06-30 13:20:59;;6;empty
cr223;2023-06-30 13:41:22;Status;;full
cr212;2023-06-30 13:46:02;Weight;;;1280.0
cr221;2023-06-30 14:09:15;Weight;;;1210.0
cr244;2023-06-30 14:43:14;Status;;full
cr246;2023-06-30 14:59:11;Status;;full
cr244;2023-06-30 14:59:27;Weight;;;1190.0
cr217;2023-06-30 14:59:55;Status;;full
cr223;2023-06-30 15:00:12;Weight;;;1140.0
cr246;2023-06-30 16:52:24;Weight;;;1210.0
cr217;2023-06-30 16:57:38;Weight;;;1190.0
cr194;2023-06-30 18:01:49;;6;empty
cr227;2023-06-30 19:28:58;;6;empty
cr245;2023-06-30 20:14:03;;6;empty
cr196;2023-07-01 10:23:33;;2;empty
cr243;2023-07-01 21:02:15;;6;empty
cr238;2023-07-02 05:59:47;;6;empty
cr196;2023-07-03 13:38:10;Status;;full
cr243;2023-07-03 15:18:08;Status;;full
cr228;2023-07-03 15:24:09;;6;empty
cr245;2023-07-03 15:27:03;Status;;full
cr238;2023-07-03 15:30:24;Status;;full
cr226;2023-07-03 15:33:44;;6;empty
cr248;2023-07-03 15:42:39;;6;empty
cr245;2023-07-03 15:50:09;Weight;;;1190.0
cr243;2023-07-03 15:54:32;Weight;;;1190.0
cr196;2023-07-03 15:57:55;Weight;;;400.0
cr250;2023-07-03 17:12:25;;6;empty
cr238;2023-07-03 17:43:52;Weight;;;1140.0
cr227;2023-07-04 09:57:44;Status;;full
cr194;2023-07-04 11:04:04;Status;;full
cr218;2023-07-04 11:09:41;;6;empty
cr227;2023-07-04 11:13:59;Weight;;;1170.0
cr228;2023-07-04 11:23:54;Status;;full
cr186;2023-07-04 11:38:05;;3;empty
cr228;2023-07-04 11:39:54;Weight;;;1160.0
cr247;2023-07-04 13:05:30;;5;empty
cr194;2023-07-04 13:12:01;Weight;;;1140.0
cr226;2023-07-04 13:59:01;Status;;full
cr261;2023-07-04 15:55:34;;6;empty
cr186;2023-07-04 16:11:55;Status;;full
cr207;2023-07-04 16:29:29;;6;empty
cr186;2023-07-04 16:38:15;Weight;;;560.0
cr226;2023-07-04 16:59:20;Weight;;;1160.0
cr218;2023-07-05 07:54:46;Status;;full
cr261;2023-07-05 10:03:35;Status;;full
cr250;2023-07-05 10:09:53;Status;;full
cr265;2023-07-05 10:17:20;;6;empty
cr261;2023-07-05 10:19:13;Weight;;;1120.0
cr236;2023-07-05 10:19:25;;6;empty
cr218;2023-07-05 10:20:19;Weight;;;1250.0
cr248;2023-07-05 10:26:30;Status;;full
cr247;2023-07-05 10:36:18;Status;;full
cr257;2023-07-05 10:50:26;;6;empty
cr247;2023-07-05 10:51:44;Weight;;;940.0
cr251;2023-07-05 11:16:41;;6;empty
cr250;2023-07-05 11:21:49;Weight;;;1190.0
cr240;2023-07-05 11:49:41;;6;empty
cr248;2023-07-05 11:52:07;Weight;;;1210.0
cr207;2023-07-05 13:03:30;Status;;full
cr259;2023-07-05 13:21:30;;6;empty
cr207;2023-07-05 13:24:50;Weight;;;1170.0
cr259;2023-07-06 07:21:18;Status;;full
cr265;2023-07-06 07:37:12;Status;;full
cr257;2023-07-06 07:39:30;Status;;full
cr239;2023-07-06 07:49:36;;3;empty
cr236;2023-07-06 07:51:36;Status;;full
cr241;2023-07-06 08:42:03;;6;empty
cr260;2023-07-06 08:47:18;;6;empty
cr240;2023-07-06 08:53:30;Status;;full
cr265;2023-07-06 09:01:15;Weight;;;1170.0
cr257;2023-07-06 09:02:20;Weight;;;1190.0
cr259;2023-07-06 09:04:19;Weight;;;1210.0
cr251;2023-07-06 09:08:29;Status;;full
cr239;2023-07-06 09:44:22;Status;;full
cr263;2023-07-06 09:58:30;;6;empty
cr262;2023-07-06 10:04:21;;5;empty
cr258;2023-07-06 10:14:25;;6;empty
cr276;2023-07-06 10:14:59;;6;empty
cr241;2023-07-06 10:20:33;Status;;full
cr255;2023-07-06 10:34:46;;6;empty
cr251;2023-07-06 11:13:41;Weight;;;1210.0
cr241;2023-07-06 11:17:35;Weight;;;1160.0
cr240;2023-07-06 11:19:40;Weight;;;1140.0
cr239;2023-07-06 11:21:57;Weight;;;630.0
cr236;2023-07-06 11:22:07;Weight;;;1230.0
cr260;2023-07-06 11:56:25;Status;;full
cr229;2023-07-06 15:02:27;;6;empty
cr260;2023-07-06 15:09:26;Weight;;;1140.0
cr255;2023-07-06 16:20:06;Status;;full
cr280;2023-07-06 16:37:34;;6;empty
cr255;2023-07-06 16:40:23;Weight;;;1210.0
cr263;2023-07-06 16:40:30;Status;;full
cr277;2023-07-06 16:58:23;;2;empty
cr263;2023-07-06 17:58:57;Weight;;;1170.0
cr258;2023-07-07 07:35:42;Status;;full
cr276;2023-07-07 10:04:12;Status;;full
cr266;2023-07-07 10:05:24;;5;empty
cr258;2023-07-07 10:10:08;Weight;;;1160.0
cr277;2023-07-07 10:18:39;Status;;full
cr233;2023-07-07 10:22:06;;3;empty
cr262;2023-07-07 10:23:26;Status;;full
cr276;2023-07-07 10:26:11;Weight;;;1260.0
cr271;2023-07-07 10:41:26;;6;empty
cr262;2023-07-07 10:43:40;Weight;;;1010.0
cr280;2023-07-07 10:46:57;Status;;full
cr254;2023-07-07 11:48:12;;6;empty
cr288;2023-07-07 11:51:47;;6;empty
cr280;2023-07-07 11:54:41;Weight;;;1170.0
cr277;2023-07-07 11:55:26;Weight;;;380.0
cr229;2023-07-07 12:01:56;Status;;full
cr233;2023-07-07 13:10:11;Status;;full
cr234;2023-07-07 13:24:46;;6;empty
cr229;2023-07-07 13:35:15;Weight;;;1190.0
cr219;2023-07-07 14:41:50;;2;empty
cr233;2023-07-07 14:42:44;Weight;;;580.0
cr266;2023-07-07 17:48:01;Status;;full
cr286;2023-07-10 08:02:53;;6;empty
cr288;2023-07-10 09:18:26;Status;;full
cr254;2023-07-10 09:19:58;Status;;full
cr282;2023-07-10 09:33:45;;1;empty
cr203;2023-07-10 09:35:54;;6;empty
cr282;2023-07-10 10:42:12;Status;;full
cr281;2023-07-10 10:58:07;;6;empty
cr254;2023-07-10 10:58:33;Weight;;;1180.0
cr288;2023-07-10 12:01:43;Weight;;;1140.0
cr266;2023-07-10 13:14:43;Weight;;;920.0
cr282;2023-07-10 13:20:37;Weight;;;200.0
cr219;2023-07-10 13:44:25;Status;;full
cr271;2023-07-10 15:05:31;Status;;full
cr253;2023-07-10 15:21:38;;6;empty
cr203;2023-07-10 15:24:38;Status;;full
cr281;2023-07-10 15:25:54;Status;;full
cr286;2023-07-10 15:26:10;Status;;full
cr271;2023-07-10 15:30:20;Weight;;;1170.0
cr296;2023-07-10 15:34:30;;6;empty
cr219;2023-07-10 15:35:41;Weight;;;450.0
cr234;2023-07-10 15:36:03;Status;;full
cr274;2023-07-10 15:41:26;;2;empty
cr252;2023-07-10 15:42:00;;2;empty
cr281;2023-07-10 15:42:19;Weight;;;1210.0
cr286;2023-07-10 15:48:23;Weight;;;1310.0
cr301;2023-07-10 17:00:08;;5;empty
cr203;2023-07-10 17:19:09;Weight;;;1160.0
cr264;2023-07-10 17:25:43;;6;empty
cr234;2023-07-10 17:57:21;Weight;;;1160.0
cr253;2023-07-11 08:27:10;Status;;full
cr291;2023-07-11 08:56:19;;6;empty
cr274;2023-07-11 09:52:18;Status;;full
cr253;2023-07-11 09:57:05;Weight;;;1260.0
cr285;2023-07-11 10:59:12;;6;empty
cr252;2023-07-11 11:26:04;Status;;full
cr256;2023-07-11 11:40:29;;6;empty
cr252;2023-07-11 11:43:44;Weight;;;360.0
cr301;2023-07-11 11:56:09;Status;;full
cr274;2023-07-11 12:06:43;Weight;;;400.0
cr285;2023-07-11 13:49:08;Status;;full
cr296;2023-07-11 14:56:17;Status;;full
cr278;2023-07-11 15:01:31;;6;empty
cr301;2023-07-11 15:02:46;Weight;;;940.0
cr300;2023-07-11 15:37:45;;6;empty
cr285;2023-07-11 15:45:37;Weight;;;1140.0
cr289;2023-07-11 16:06:53;;6;empty
cr264;2023-07-11 16:08:11;Status;;full
cr296;2023-07-11 16:14:30;Weight;;;1220.0
cr305;2023-07-11 16:26:33;;6;empty
cr264;2023-07-11 16:30:36;Weight;;;1180.0
cr291;2023-07-11 16:37:55;Status;;full
cr268;2023-07-11 16:55:38;;6;empty
cr291;2023-07-11 16:56:49;Weight;;;1230.0
cr256;2023-07-12 07:24:24;Status;;full
cr300;2023-07-12 09:15:36;Status;;full
cr311;2023-07-12 09:29:45;;6;empty
cr290;2023-07-12 09:33:52;;3;empty
cr300;2023-07-12 09:34:30;Weight;;;1260.0
cr256;2023-07-12 09:39:51;Weight;;;1190.0
cr290;2023-07-12 11:19:35;Status;;full
cr278;2023-07-12 11:30:11;Status;;full
cr305;2023-07-12 11:32:24;Status;;full
cr289;2023-07-12 11:44:00;Status;;full
cr283;2023-07-12 11:44:01;;6;empty
cr302;2023-07-12 11:46:50;;6;empty
cr278;2023-07-12 11:49:49;Weight;;;1240.0
cr305;2023-07-12 11:50:46;Weight;;;1250.0
cr242;2023-07-12 13:41:41;;2;empty
cr290;2023-07-12 13:48:10;Weight;;;580.0
cr249;2023-07-12 14:35:37;;6;empty
cr289;2023-07-12 14:37:13;Weight;;;1230.0
cr268;2023-07-12 15:26:23;Status;;full
cr311;2023-07-12 15:57:03;Status;;full
cr316;2023-07-12 16:55:48;;6;empty
cr302;2023-07-12 17:02:51;Status;;full
cr242;2023-07-12 17:08:17;Status;;full
cr267;2023-07-12 17:11:28;;6;empty
cr311;2023-07-12 17:20:04;Weight;;;1200.0
cr312;2023-07-12 17:50:36;;6;empty
cr268;2023-07-12 17:58:05;Weight;;;1190.0
cr302;2023-07-12 19:43:09;Weight;;;1180.0
cr283;2023-07-13 07:45:03;Status;;full
cr306;2023-07-13 08:19:16;;6;empty
cr242;2023-07-13 08:44:13;Weight;;;400.0
cr249;2023-07-13 09:19:43;Status;;full
cr292;2023-07-13 09:33:49;;5;empty
cr306;2023-07-13 09:50:16;Status;;full
cr312;2023-07-13 09:57:25;Status;;full
cr275;2023-07-13 10:04:19;;6;empty
cr283;2023-07-13 10:51:52;Weight;;;1190.0
cr249;2023-07-13 10:53:42;Weight;;;1120.0
cr232;2023-07-13 10:54:48;;6;empty
cr267;2023-07-13 11:09:58;Status;;full
cr317;2023-07-13 11:24:11;;1;empty
cr292;2023-07-13 11:34:27;Status;;full
cr316;2023-07-13 11:47:34;Status;;full
cr295;2023-07-13 11:48:26;;6;empty
cr188;2023-07-13 11:52:47;;6;empty
cr317;2023-07-13 11:54:05;Status;;full
cr293;2023-07-13 13:49:58;;6;empty
cr306;2023-07-13 14:37:00;Weight;;;1180.0
cr292;2023-07-13 14:51:25;Weight;;;960.0
cr317;2023-07-13 14:53:43;Weight;;;200.0
cr267;2023-07-13 14:54:22;Weight;;;1140.0
cr316;2023-07-13 14:57:06;Weight;;;1120.0
cr297;2023-07-13 15:19:53;;5;empty
cr312;2023-07-13 15:56:23;Weight;;;1240.0
cr232;2023-07-13 16:06:12;Status;;full
cr232;2023-07-13 16:27:06;Weight;;;1120.0
cr331;2023-07-13 19:55:45;;1;empty
cr275;2023-07-14 09:03:26;Status;;full
cr295;2023-07-14 09:04:07;Status;;full
cr331;2023-07-14 09:12:24;Status;;full
cr297;2023-07-14 09:18:38;Status;;full
cr293;2023-07-14 09:19:48;Status;;full
cr308;2023-07-14 09:21:16;;6;empty
cr327;2023-07-14 09:22:13;;4;empty
cr275;2023-07-14 09:22:31;Weight;;;1160.0
cr295;2023-07-14 09:24:07;Weight;;;1160.0
cr188;2023-07-14 09:26:00;Status;;full
cr315;2023-07-14 09:43:48;;6;empty
cr188;2023-07-14 09:49:05;Weight;;;1140.0
cr310;2023-07-14 10:36:54;;6;empty
cr331;2023-07-14 10:45:15;Weight;;;180.0
cr294;2023-07-14 10:49:09;;6;empty
cr328;2023-07-14 10:51:14;;6;empty
cr293;2023-07-14 10:54:19;Weight;;;1210.0
cr297;2023-07-14 10:59:30;Weight;;;970.0
cr315;2023-07-14 11:47:49;Status;;full
cr308;2023-07-14 13:18:47;Status;;full
cr327;2023-07-14 14:11:56;Status;;full
cr309;2023-07-14 14:57:31;;5;empty
cr330;2023-07-14 14:58:42;;6;empty
cr308;2023-07-14 14:59:38;Weight;;;1260.0
cr333;2023-07-14 15:34:53;;6;empty
cr327;2023-07-14 15:38:31;Weight;;;790.0
cr315;2023-07-14 15:59:07;Weight;;;1190.0
cr328;2023-07-14 17:58:05;Status;;full
cr310;2023-07-17 07:46:22;Status;;full
cr314;2023-07-17 08:18:03;;6;empty
cr328;2023-07-17 09:16:14;Weight;;;1120.0
cr330;2023-07-17 09:56:25;Status;;full
cr299;2023-07-17 10:12:02;;6;empty
cr310;2023-07-17 10:14:17;Weight;;;1160.0
cr235;2023-07-17 11:08:27;;6;empty
cr330;2023-07-17 11:12:11;Weight;;;1160.0
cr333;2023-07-17 11:58:12;Status;;full
cr294;2023-07-17 14:07:54;Status;;full
cr279;2023-07-17 14:16:12;;6;empty
cr309;2023-07-17 14:18:01;Status;;full
cr333;2023-07-17 14:19:40;Weight;;;1140.0
cr298;2023-07-17 14:33:47;;6;empty
cr309;2023-07-17 14:41:49;Weight;;;940.0
cr314;2023-07-17 14:47:50;Status;;full
cr337;2023-07-17 15:20:03;;6;empty
cr294;2023-07-17 15:26:14;Weight;;;1120.0
cr307;2023-07-17 15:52:00;;6;empty
cr314;2023-07-17 15:53:51;Weight;;;1120.0
cr299;2023-07-17 16:01:03;Status;;full
cr287;2023-07-17 16:21:01;;3;empty
cr299;2023-07-17 16:25:33;Weight;;;1140.0
cr287;2023-07-18 07:31:55;Status;;full
cr329;2023-07-18 08:32:49;;6;empty
cr287;2023-07-18 08:36:03;Weight;;;540.0
cr298;2023-07-18 09:33:30;Status;;full
cr337;2023-07-18 10:59:29;Status;;full
cr318;2023-07-18 11:03:12;;6;empty
cr298;2023-07-18 11:07:42;Weight;;;1280.0
cr339;2023-07-18 12:13:11;;6;empty
cr329;2023-07-18 13:02:43;Status;;full
cr235;2023-07-18 13:07:32;Status;;full
cr337;2023-07-18 13:19:17;Weight;;;1190.0
cr313;2023-07-18 13:20:42;;2;empty
cr307;2023-07-18 13:20:54;Status;;full
cr329;2023-07-18 13:25:11;Weight;;;1260.0
cr279;2023-07-18 13:41:15;Status;;full
cr322;2023-07-18 13:59:00;;5;empty
cr320;2023-07-18 14:22:15;;6;empty
cr235;2023-07-18 14:25:57;Weight;;;1180.0
cr304;2023-07-18 14:47:16;;5;empty
cr307;2023-07-18 14:49:18;Weight;;;1140.0
cr279;2023-07-18 14:59:17;Weight;;;1100.0
cr313;2023-07-18 15:49:19;Status;;full
cr304;2023-07-18 16:28:18;Status;;full
cr335;2023-07-18 16:46:09;;5;empty
cr304;2023-07-18 16:50:59;Weight;;;920.0
cr339;2023-07-18 17:04:21;Status;;full
cr272;2023-07-18 17:47:29;;6;empty
cr336;2023-07-18 17:50:53;;6;empty
cr313;2023-07-18 17:51:47;Weight;;;380.0
cr339;2023-07-18 17:55:07;Weight;;;1170.0
cr318;2023-07-18 18:02:21;Status;;full
cr338;2023-07-19 07:19:13;;6;empty
cr318;2023-07-19 07:20:58;Weight;;;1120.0
cr320;2023-07-19 10:03:15;Status;;full
cr335;2023-07-19 10:15:01;Status;;full
cr319;2023-07-19 10:29:21;;6;empty
cr335;2023-07-19 10:31:31;Weight;;;1010.0
cr322;2023-07-19 10:42:10;Status;;full
cr336;2023-07-19 10:52:17;Status;;full
cr344;2023-07-19 10:56:18;;6;empty
cr322;2023-07-19 10:59:46;Weight;;;900.0
cr320;2023-07-19 11:08:07;Weight;;;1160.0
cr336;2023-07-19 11:59:40;Weight;;;1210.0
cr319;2023-07-19 15:16:38;Status;;full
cr272;2023-07-19 15:21:54;Status;;full
cr338;2023-07-19 15:24:47;Status;;full
cr344;2023-07-19 15:34:56;Status;;full
cr319;2023-07-19 15:35:17;Weight;;;1190.0
cr272;2023-07-19 15:39:02;Weight;;;1160.0
cr338;2023-07-19 15:40:28;Weight;;;1330.0
cr344;2023-07-19 17:30:02;Weight;;;1210.0
cr323;2023-07-19 22:43:35;;6;empty
cr325;2023-07-19 22:47:50;;4;empty
cr347;2023-07-20 08:20:05;;6;empty
cr351;2023-07-20 09:49:02;;6;empty
cr323;2023-07-20 10:43:42;Status;;full
cr325;2023-07-20 11:56:52;Status;;full
cr340;2023-07-20 12:03:21;;6;empty
cr361;2023-07-20 12:35:43;;4;empty
cr323;2023-07-20 13:27:43;Weight;;;1180.0
cr358;2023-07-20 13:41:06;;4;empty
cr347;2023-07-20 13:58:00;Status;;full
cr348;2023-07-20 15:02:21;;6;empty
cr325;2023-07-20 15:04:46;Weight;;;800.0
cr347;2023-07-20 15:11:44;Weight;;;1250.0
cr358;2023-07-20 15:31:48;Status;;full
cr351;2023-07-20 15:46:14;Status;;full
cr358;2023-07-20 15:49:14;Weight;;;780.0
cr340;2023-07-20 16:59:41;Status;;full
cr361;2023-07-20 17:21:45;Status;;full
cr351;2023-07-20 17:51:48;Weight;;;1120.0
cr349;2023-07-20 18:23:31;;5;empty
cr357;2023-07-20 18:32:06;;6;empty
cr303;2023-07-20 18:58:20;;6;empty
cr375;2023-07-20 19:01:12;;2;empty
cr348;2023-07-20 19:43:21;Status;;full
cr270;2023-07-21 05:17:28;;3;empty
cr340;2023-07-21 07:59:38;Weight;;;1120.0
cr361;2023-07-21 08:02:02;Weight;;;850.0
cr348;2023-07-21 08:33:39;Weight;;;1120.0
cr375;2023-07-21 11:37:18;Status;;full
cr270;2023-07-21 11:50:58;Status;;full
cr269;2023-07-21 12:16:33;;6;empty
cr357;2023-07-21 13:54:34;Status;;full
cr303;2023-07-21 13:59:43;Status;;full
cr349;2023-07-21 14:07:57;Status;;full
cr352;2023-07-21 14:26:25;;6;empty
cr349;2023-07-21 14:30:06;Weight;;;940.0
cr269;2023-07-21 14:35:05;Status;;full
cr375;2023-07-21 14:39:03;Weight;;;400.0
cr377;2023-07-21 14:42:17;;6;empty
cr379;2023-07-21 15:05:24;;1;empty
cr270;2023-07-21 15:07:04;Weight;;;600.0
cr357;2023-07-21 15:16:42;Weight;;;1160.0
cr346;2023-07-21 15:33:48;;6;empty
cr303;2023-07-21 16:24:05;Weight;;;1140.0
cr269;2023-07-21 16:30:40;Weight;;;1140.0
cr341;2023-07-22 07:03:08;;3;empty
cr359;2023-07-22 11:27:55;;6;empty
cr379;2023-07-24 07:26:42;Status;;full
cr352;2023-07-24 07:33:39;Status;;full
cr368;2023-07-24 07:57:55;;6;empty
cr273;2023-07-24 08:39:21;;6;empty
cr352;2023-07-24 08:53:52;Weight;;;1140.0
cr377;2023-07-24 09:25:02;Status;;full
cr350;2023-07-24 09:40:33;;6;empty
cr341;2023-07-24 09:42:36;Status;;full
cr379;2023-07-24 11:03:56;Weight;;;200.0
cr377;2023-07-24 11:10:48;Weight;;;1210.0
cr372;2023-07-24 11:28:35;;6;empty
cr341;2023-07-24 11:39:26;Weight;;;630.0
cr273;2023-07-24 15:05:35;Status;;full
cr378;2023-07-24 15:21:47;;6;empty
cr368;2023-07-24 16:06:09;Status;;full
cr273;2023-07-24 16:09:06;Weight;;;1240.0
cr350;2023-07-24 16:26:57;Status;;full
cr372;2023-07-24 16:42:05;Status;;full
cr380;2023-07-24 16:47:25;;6;empty
cr350;2023-07-24 16:59:04;Weight;;;1180.0
cr356;2023-07-24 17:47:02;;1;empty
cr369;2023-07-24 18:25:11;;6;empty
cr372;2023-07-24 19:35:43;Weight;;;1140.0
cr368;2023-07-25 07:32:22;Weight;;;1140.0
cr356;2023-07-25 08:30:13;Status;;full
cr346;2023-07-25 08:53:37;Status;;full
cr284;2023-07-25 08:59:07;;6;empty
cr359;2023-07-25 09:14:19;Status;;full
cr374;2023-07-25 09:28:18;;6;empty
cr359;2023-07-25 09:30:06;Weight;;;1210.0
cr378;2023-07-25 09:45:14;Status;;full
cr380;2023-07-25 09:57:16;Status;;full
cr356;2023-07-25 10:04:57;Weight;;;250.0
cr381;2023-07-25 10:04:57;;1;empty
cr346;2023-07-25 10:08:20;Weight;;;1210.0
cr326;2023-07-25 11:27:42;;6;empty
cr378;2023-07-25 11:31:00;Weight;;;1190.0
cr324;2023-07-25 11:52:13;;6;empty
cr380;2023-07-25 11:53:42;Weight;;;1180.0
cr369;2023-07-25 13:03:04;Status;;full
cr366;2023-07-25 13:20:48;;4;empty
cr369;2023-07-25 13:26:42;Weight;;;1210.0
cr284;2023-07-25 13:31:00;Status;;full
cr373;2023-07-25 13:49:01;;5;empty
cr284;2023-07-25 13:50:58;Weight;;;1160.0
cr324;2023-07-25 14:36:43;Status;;full
cr334;2023-07-25 14:51:14;;6;empty
cr324;2023-07-25 14:52:28;Weight;;;1190.0
cr366;2023-07-25 15:04:22;Status;;full
cr374;2023-07-25 15:28:01;Status;;full
cr381;2023-07-25 15:34:25;Status;;full
cr362;2023-07-25 15:42:01;;6;empty
cr374;2023-07-25 15:46:59;Weight;;;1230.0
cr373;2023-07-25 15:48:26;Status;;full
cr365;2023-07-25 16:06:41;;6;empty
cr366;2023-07-25 16:07:35;Weight;;;760.0
cr334;2023-07-25 17:12:05;Status;;full
cr326;2023-07-25 17:13:49;Status;;full
cr388;2023-07-25 17:14:20;;3;empty
cr381;2023-07-25 17:17:21;Weight;;;200.0
cr373;2023-07-25 17:54:54;Weight;;;940.0
cr326;2023-07-25 18:47:35;Weight;;;1190.0
cr363;2023-07-26 01:20:00;;6;empty
cr392;2023-07-26 02:49:21;;6;empty
cr342;2023-07-26 08:24:47;;6;empty
cr334;2023-07-26 08:36:12;Weight;;;1140.0
cr362;2023-07-26 09:25:40;Status;;full
cr353;2023-07-26 09:39:55;;6;empty
cr362;2023-07-26 09:46:44;Weight;;;1280.0
cr388;2023-07-26 10:58:01;Status;;full
cr396;2023-07-26 12:53:08;;6;empty
cr365;2023-07-26 13:20:56;Status;;full
cr388;2023-07-26 13:54:19;Weight;;;580.0
cr365;2023-07-26 14:49:26;Weight;;;1210.0
cr392;2023-07-26 15:03:07;Status;;full
cr342;2023-07-26 15:15:48;Status;;full
cr396;2023-07-26 15:18:12;Status;;full
cr353;2023-07-26 15:24:38;Status;;full
cr363;2023-07-26 15:29:30;Status;;full
cr396;2023-07-26 15:35:16;Weight;;;1210.0
cr353;2023-07-26 15:40:57;Weight;;;1180.0
cr363;2023-07-26 15:45:37;Weight;;;1210.0
cr392;2023-07-26 16:09:24;Weight;;;1210.0
cr342;2023-07-26 16:34:47;Weight;;;1140.0
cr355;2023-07-26 23:09:29;;6;empty
cr403;2023-07-27 07:46:39;;6;empty
cr399;2023-07-27 09:03:47;;6;empty
cr355;2023-07-27 09:48:55;Status;;full
cr403;2023-07-27 10:59:39;Status;;full
cr399;2023-07-27 11:11:54;Status;;full
cr355;2023-07-27 11:37:15;Weight;;;1120.0
cr409;2023-07-27 11:51:18;;1;empty
cr408;2023-07-27 11:51:18;;6;empty
cr403;2023-07-27 13:17:25;Weight;;;1210.0
cr399;2023-07-27 13:29:28;Weight;;;1180.0
cr408;2023-07-27 14:40:24;Status;;full
cr409;2023-07-27 15:41:49;Status;;full
cr417;2023-07-27 16:07:04;;6;empty
cr390;2023-07-27 16:19:35;;5;empty
